year,model,run,experiment,NSW,VIC,QLD,SA,WA,TAS,NT,AUS,Melbourne,Sydney,Brisbane,Darwin,Perth,Adelaide,Hobart
2038,ACCESS-CM2,r1i1p1f1,ssp245,21.65,8.02,97.44,15.8,28.05,2.53,80.1,49.76,7.0,6.0,48.0,186.0,13.0,14.0,0.0
2038,ACCESS-CM2,r2i1p1f1,ssp245,29.25,10.02,74.24,21.93,47.43,11.23,84.46,53.39,16.0,6.0,31.0,248.0,26.0,14.0,6.0
2038,ACCESS-CM2,r3i1p1f1,ssp245,28.39,11.06,61.2,24.34,48.03,8.43,94.86,52.71,12.0,19.0,15.0,131.0,0.0,6.0,6.0
2038,ACCESS-CM2,r4i1p1f1,ssp245,32.41,8.52,57.95,19.68,42.57,12.91,52.5,42.53,0.0,45.0,23.0,121.0,6.0,0.0,15.0
2038,ACCESS-CM2,r5i1p1f1,ssp245,25.84,19.24,68.75,30.21,56.06,15.8,98.83,58.54,23.0,23.0,49.0,123.0,28.0,25.0,6.0
2038,ACCESS-CM2,r6i1p1f1,ssp245,12.67,11.72,60.62,15.16,58.5,8.4,104.14,54.85,7.0,13.0,25.0,250.0,6.0,9.0,7.0
2038,ACCESS-CM2,r7i1p1f1,ssp245,28.86,13.57,69.08,9.02,25.77,14.62,39.6,35.66,13.0,29.0,36.0,55.0,22.0,9.0,8.0
2038,ACCESS-CM2,r8i1p1f1,ssp245,34.39,4.65,83.87,22.95,38.92,11.96,90.31,54.3,6.0,27.0,41.0,183.0,18.0,0.0,6.0
2038,ACCESS-CM2,r9i1p1f1,ssp245,38.83,10.49,92.23,24.94,79.0,9.63,133.46,77.81,6.0,35.0,66.0,236.0,11.0,12.0,0.0
2039,ACCESS-CM2,r10i1p1f1,ssp245,32.57,48.18,52.77,38.45,69.46,29.44,98.14,61.95,41.0,30.0,6.0,182.0,12.0,42.0,22.0
2039,ACCESS-CM2,r1i1p1f1,ssp245,36.56,16.19,55.17,13.56,48.17,10.09,70.82,46.81,12.0,38.0,36.0,158.0,11.0,16.0,8.0
2039,ACCESS-CM2,r2i1p1f1,ssp245,3.85,17.59,20.21,7.09,35.19,47.04,23.43,22.47,27.0,6.0,15.0,37.0,43.0,6.0,24.0
2039,ACCESS-CM2,r3i1p1f1,ssp245,22.77,24.62,16.61,9.24,29.73,23.19,24.49,22.3,22.0,14.0,0.0,56.0,36.0,6.0,6.0
2039,ACCESS-CM2,r4i1p1f1,ssp245,16.64,33.43,52.1,12.02,32.67,40.76,48.03,35.52,50.0,24.0,23.0,199.0,17.0,30.0,24.0
2039,ACCESS-CM2,r5i1p1f1,ssp245,17.32,4.13,17.39,9.18,53.87,1.1,45.44,32.72,0.0,6.0,6.0,57.0,0.0,6.0,0.0
2039,ACCESS-CM2,r6i1p1f1,ssp245,6.21,7.17,104.55,9.78,69.49,5.47,133.43,71.97,12.0,6.0,72.0,232.0,17.0,0.0,0.0
2039,ACCESS-CM2,r7i1p1f1,ssp245,9.06,2.85,54.2,2.69,21.81,20.56,36.01,27.24,12.0,0.0,39.0,245.0,49.0,0.0,7.0
2039,ACCESS-CM2,r8i1p1f1,ssp245,22.46,33.24,13.04,24.03,28.06,43.71,22.32,22.86,40.0,28.0,10.0,57.0,38.0,21.0,32.0
2039,ACCESS-CM2,r9i1p1f1,ssp245,34.39,26.44,27.11,13.68,37.76,26.45,22.64,28.84,28.0,7.0,39.0,37.0,0.0,13.0,25.0
2040,ACCESS-CM2,r10i1p1f1,ssp245,51.08,26.47,66.15,34.2,54.28,24.4,63.25,54.54,22.0,21.0,38.0,27.0,44.0,22.0,10.0
2040,ACCESS-CM2,r1i1p1f1,ssp245,11.44,5.41,54.38,6.63,40.36,9.85,41.62,35.11,0.0,8.0,48.0,167.0,53.0,0.0,16.0
2040,ACCESS-CM2,r2i1p1f1,ssp245,12.65,14.8,70.9,10.17,63.7,33.45,91.9,56.39,22.0,6.0,45.0,101.0,0.0,6.0,28.0
2040,ACCESS-CM2,r3i1p1f1,ssp245,22.02,23.09,70.7,22.79,59.48,28.53,86.76,56.85,30.0,8.0,25.0,216.0,72.0,27.0,31.0
2040,ACCESS-CM2,r4i1p1f1,ssp245,12.69,0.95,63.8,9.12,17.69,22.64,76.03,36.25,6.0,20.0,26.0,149.0,0.0,8.0,16.0
2040,ACCESS-CM2,r5i1p1f1,ssp245,68.61,24.99,97.16,40.69,54.15,13.14,131.01,75.9,20.0,46.0,78.0,231.0,18.0,36.0,7.0
2040,ACCESS-CM2,r6i1p1f1,ssp245,28.19,17.38,72.26,16.96,53.89,20.34,87.39,55.13,15.0,14.0,52.0,106.0,6.0,0.0,12.0
2040,ACCESS-CM2,r7i1p1f1,ssp245,15.89,15.11,13.91,8.23,30.03,23.36,13.72,18.77,14.0,15.0,0.0,89.0,61.0,15.0,8.0
2040,ACCESS-CM2,r8i1p1f1,ssp245,16.85,24.19,37.57,21.64,29.54,43.34,64.06,35.04,32.0,22.0,0.0,184.0,48.0,22.0,22.0
2040,ACCESS-CM2,r9i1p1f1,ssp245,8.41,3.29,57.2,8.79,38.53,20.16,59.62,38.29,6.0,0.0,45.0,170.0,7.0,0.0,14.0
2041,ACCESS-CM2,r10i1p1f1,ssp245,36.28,20.22,82.05,36.99,61.91,11.06,100.93,65.76,7.0,9.0,80.0,193.0,7.0,17.0,6.0
2041,ACCESS-CM2,r1i1p1f1,ssp245,20.63,10.49,34.68,24.33,33.9,11.38,40.36,31.72,7.0,0.0,12.0,83.0,27.0,18.0,14.0
2041,ACCESS-CM2,r2i1p1f1,ssp245,24.37,27.75,103.43,17.81,59.13,27.33,106.23,67.25,29.0,24.0,89.0,233.0,24.0,27.0,13.0
2041,ACCESS-CM2,r3i1p1f1,ssp245,13.34,26.77,36.63,12.04,44.93,46.01,63.06,38.22,54.0,11.0,8.0,187.0,41.0,6.0,19.0
2041,ACCESS-CM2,r4i1p1f1,ssp245,15.41,13.48,45.25,9.07,46.63,46.92,52.75,38.36,15.0,31.0,44.0,166.0,21.0,15.0,47.0
2041,ACCESS-CM2,r5i1p1f1,ssp245,51.7,33.98,60.31,27.13,74.5,21.58,82.04,62.54,20.0,12.0,29.0,131.0,19.0,19.0,9.0
2041,ACCESS-CM2,r6i1p1f1,ssp245,73.29,50.01,87.11,49.77,49.12,30.89,76.39,64.93,25.0,43.0,51.0,144.0,22.0,25.0,15.0
2041,ACCESS-CM2,r7i1p1f1,ssp245,50.64,15.15,74.41,27.38,52.17,24.98,61.09,54.08,6.0,28.0,80.0,128.0,6.0,16.0,12.0
2041,ACCESS-CM2,r8i1p1f1,ssp245,3.22,1.18,14.0,9.18,17.13,12.7,23.06,14.49,0.0,0.0,7.0,60.0,27.0,0.0,14.0
2041,ACCESS-CM2,r9i1p1f1,ssp245,7.21,5.9,8.89,3.53,10.71,19.99,4.4,7.85,7.0,8.0,0.0,17.0,31.0,0.0,0.0
2042,ACCESS-CM2,r10i1p1f1,ssp245,61.67,52.12,74.51,43.9,59.86,20.09,68.07,62.16,35.0,18.0,56.0,83.0,28.0,37.0,7.0
2042,ACCESS-CM2,r1i1p1f1,ssp245,21.57,14.73,45.03,17.12,50.98,27.13,75.81,45.33,17.0,9.0,7.0,163.0,49.0,6.0,24.0
2042,ACCESS-CM2,r2i1p1f1,ssp245,18.31,17.0,77.82,21.31,49.33,24.88,97.86,56.28,12.0,12.0,43.0,94.0,30.0,0.0,0.0
2042,ACCESS-CM2,r3i1p1f1,ssp245,43.08,29.29,47.09,25.39,71.18,29.82,114.61,63.01,23.0,54.0,7.0,191.0,41.0,21.0,22.0
2042,ACCESS-CM2,r4i1p1f1,ssp245,27.31,22.13,44.09,18.13,36.48,43.26,35.71,34.39,22.0,31.0,39.0,86.0,6.0,30.0,25.0
2042,ACCESS-CM2,r5i1p1f1,ssp245,30.96,9.88,59.47,20.56,80.17,6.47,56.9,55.95,0.0,17.0,75.0,131.0,12.0,0.0,0.0
2042,ACCESS-CM2,r6i1p1f1,ssp245,52.01,31.23,94.05,44.74,35.35,38.67,83.72,59.9,27.0,52.0,70.0,240.0,0.0,24.0,28.0
2042,ACCESS-CM2,r7i1p1f1,ssp245,30.17,22.19,81.39,21.34,42.94,44.43,83.8,54.08,25.0,27.0,93.0,181.0,16.0,16.0,42.0
2042,ACCESS-CM2,r8i1p1f1,ssp245,15.13,9.09,40.86,11.36,29.67,18.42,45.41,30.39,16.0,21.0,33.0,89.0,8.0,9.0,15.0
2042,ACCESS-CM2,r9i1p1f1,ssp245,17.58,12.37,78.56,15.73,55.8,25.0,81.22,54.72,13.0,6.0,35.0,180.0,11.0,7.0,18.0
2043,ACCESS-CM2,r10i1p1f1,ssp245,34.71,15.64,111.24,24.23,70.86,16.41,122.0,77.09,21.0,38.0,65.0,228.0,25.0,11.0,7.0
2043,ACCESS-CM2,r1i1p1f1,ssp245,8.02,12.57,35.66,2.9,38.57,27.41,53.63,31.94,15.0,10.0,14.0,256.0,28.0,21.0,12.0
2043,ACCESS-CM2,r2i1p1f1,ssp245,16.5,13.71,85.0,6.64,42.35,22.64,71.7,48.82,12.0,6.0,81.0,89.0,15.0,0.0,7.0
2043,ACCESS-CM2,r3i1p1f1,ssp245,22.91,7.9,80.24,7.41,36.8,24.41,92.21,50.14,12.0,14.0,81.0,249.0,53.0,0.0,18.0
2043,ACCESS-CM2,r4i1p1f1,ssp245,42.73,36.07,84.38,26.98,72.15,46.35,107.92,71.05,22.0,38.0,53.0,258.0,85.0,7.0,20.0
2043,ACCESS-CM2,r5i1p1f1,ssp245,26.92,8.39,48.34,16.37,37.96,46.24,46.26,37.04,13.0,24.0,48.0,145.0,12.0,6.0,35.0
2043,ACCESS-CM2,r6i1p1f1,ssp245,51.11,40.23,52.28,26.11,35.78,30.73,57.74,43.8,37.0,35.0,42.0,75.0,13.0,21.0,17.0
2043,ACCESS-CM2,r7i1p1f1,ssp245,41.07,3.16,140.53,27.89,55.11,14.85,135.36,81.6,0.0,13.0,132.0,231.0,10.0,0.0,15.0
2043,ACCESS-CM2,r8i1p1f1,ssp245,6.9,1.3,33.39,14.28,42.86,9.09,45.68,32.3,0.0,0.0,34.0,53.0,49.0,0.0,7.0
2043,ACCESS-CM2,r9i1p1f1,ssp245,21.72,23.68,25.35,10.8,50.38,22.64,25.07,31.22,24.0,14.0,45.0,60.0,27.0,15.0,12.0
2044,ACCESS-CM2,r10i1p1f1,ssp245,7.94,10.28,29.89,13.01,35.16,25.48,59.0,31.67,14.0,0.0,26.0,113.0,22.0,11.0,12.0
2044,ACCESS-CM2,r1i1p1f1,ssp245,21.07,11.22,39.58,13.73,28.19,13.72,46.03,30.67,9.0,13.0,36.0,69.0,24.0,0.0,0.0
2044,ACCESS-CM2,r2i1p1f1,ssp245,18.59,7.06,55.8,12.62,66.43,18.26,101.8,56.21,13.0,35.0,25.0,195.0,9.0,0.0,6.0
2044,ACCESS-CM2,r3i1p1f1,ssp245,33.2,19.05,42.92,20.61,51.45,34.03,58.67,43.84,24.0,30.0,24.0,64.0,30.0,8.0,22.0
2044,ACCESS-CM2,r4i1p1f1,ssp245,28.19,2.9,62.43,9.67,30.01,8.95,36.37,34.64,0.0,14.0,32.0,131.0,29.0,0.0,6.0
2044,ACCESS-CM2,r5i1p1f1,ssp245,13.55,12.43,23.91,10.53,35.08,59.75,29.37,25.73,6.0,0.0,16.0,50.0,39.0,18.0,31.0
2044,ACCESS-CM2,r6i1p1f1,ssp245,14.85,4.78,76.12,11.86,42.8,34.45,84.45,49.55,6.0,13.0,57.0,272.0,6.0,0.0,22.0
2044,ACCESS-CM2,r7i1p1f1,ssp245,36.76,27.67,45.27,27.31,32.34,42.61,32.59,35.06,25.0,39.0,46.0,132.0,27.0,15.0,38.0
2044,ACCESS-CM2,r8i1p1f1,ssp245,50.85,39.64,67.16,20.27,69.65,56.95,81.44,61.88,57.0,75.0,41.0,269.0,29.0,7.0,28.0
2044,ACCESS-CM2,r9i1p1f1,ssp245,44.33,32.28,105.32,37.69,39.55,37.21,102.64,65.46,31.0,52.0,91.0,304.0,0.0,30.0,6.0
2045,ACCESS-CM2,r10i1p1f1,ssp245,34.01,14.48,99.02,31.86,79.09,23.83,126.5,78.77,13.0,17.0,54.0,170.0,40.0,20.0,12.0
2045,ACCESS-CM2,r1i1p1f1,ssp245,18.36,12.98,50.39,10.74,37.12,24.48,64.99,38.85,20.0,25.0,52.0,232.0,50.0,13.0,16.0
2045,ACCESS-CM2,r2i1p1f1,ssp245,9.47,10.04,45.58,17.5,65.68,20.26,58.13,45.77,21.0,0.0,20.0,127.0,42.0,0.0,9.0
2045,ACCESS-CM2,r3i1p1f1,ssp245,56.49,43.73,78.57,34.09,26.76,69.59,83.28,53.26,42.0,21.0,70.0,232.0,25.0,40.0,48.0
2045,ACCESS-CM2,r4i1p1f1,ssp245,38.07,15.09,112.22,15.66,72.51,10.27,119.41,76.58,7.0,37.0,107.0,192.0,20.0,13.0,6.0
2045,ACCESS-CM2,r5i1p1f1,ssp245,76.64,28.98,124.26,38.32,63.99,31.35,92.47,79.27,41.0,82.0,111.0,254.0,63.0,30.0,12.0
2045,ACCESS-CM2,r6i1p1f1,ssp245,23.02,30.67,68.7,30.48,54.32,50.45,96.2,57.87,37.0,20.0,73.0,123.0,20.0,21.0,34.0
2045,ACCESS-CM2,r7i1p1f1,ssp245,38.99,21.14,95.18,27.66,57.3,39.24,97.34,65.93,16.0,22.0,75.0,269.0,76.0,19.0,21.0
2045,ACCESS-CM2,r8i1p1f1,ssp245,3.05,5.54,19.68,3.86,24.04,39.22,25.36,18.11,12.0,6.0,6.0,81.0,13.0,6.0,14.0
2045,ACCESS-CM2,r9i1p1f1,ssp245,31.49,28.47,52.71,31.07,46.58,48.73,69.23,47.87,31.0,23.0,13.0,117.0,32.0,24.0,32.0
2046,ACCESS-CM2,r10i1p1f1,ssp245,39.24,19.18,87.47,40.03,81.9,23.93,147.52,82.52,14.0,45.0,55.0,291.0,45.0,8.0,6.0
2046,ACCESS-CM2,r1i1p1f1,ssp245,21.45,12.5,33.3,21.11,91.64,12.98,76.9,56.56,13.0,19.0,13.0,152.0,17.0,8.0,10.0
2046,ACCESS-CM2,r2i1p1f1,ssp245,13.77,25.77,64.85,7.22,40.33,30.54,78.73,45.07,25.0,30.0,29.0,266.0,13.0,7.0,19.0
2046,ACCESS-CM2,r3i1p1f1,ssp245,7.84,6.91,47.69,8.6,61.1,63.58,73.99,46.5,17.0,8.0,0.0,163.0,12.0,0.0,53.0
2046,ACCESS-CM2,r4i1p1f1,ssp245,38.22,13.89,91.26,26.81,58.31,23.25,97.0,64.78,6.0,21.0,68.0,110.0,12.0,0.0,14.0
2046,ACCESS-CM2,r5i1p1f1,ssp245,84.58,27.47,114.51,49.12,56.67,11.64,84.39,75.24,21.0,39.0,137.0,104.0,32.0,23.0,6.0
2046,ACCESS-CM2,r6i1p1f1,ssp245,41.53,36.16,109.34,36.67,55.75,38.67,113.73,73.34,43.0,40.0,78.0,308.0,68.0,27.0,45.0
2046,ACCESS-CM2,r7i1p1f1,ssp245,23.02,3.85,83.1,16.05,34.43,20.11,55.81,44.57,8.0,6.0,99.0,102.0,37.0,0.0,9.0
2046,ACCESS-CM2,r8i1p1f1,ssp245,19.18,14.07,66.68,24.57,45.01,15.48,87.71,50.91,6.0,7.0,24.0,303.0,30.0,0.0,6.0
2046,ACCESS-CM2,r9i1p1f1,ssp245,60.36,46.74,75.28,39.63,67.01,49.98,104.12,70.44,38.0,59.0,69.0,195.0,19.0,24.0,39.0
2047,ACCESS-CM2,r10i1p1f1,ssp245,14.63,11.93,33.5,20.56,49.56,49.11,63.77,39.98,14.0,6.0,25.0,59.0,7.0,7.0,29.0
2047,ACCESS-CM2,r1i1p1f1,ssp245,34.67,21.25,74.66,40.15,69.73,32.88,120.58,70.58,16.0,12.0,39.0,279.0,22.0,37.0,19.0
2047,ACCESS-CM2,r2i1p1f1,ssp245,7.37,12.03,47.83,4.97,56.37,35.9,70.36,43.73,14.0,9.0,44.0,183.0,28.0,0.0,32.0
2047,ACCESS-CM2,r3i1p1f1,ssp245,21.16,4.02,71.76,8.87,41.64,0.4,62.78,44.33,0.0,7.0,71.0,71.0,0.0,0.0,0.0
2047,ACCESS-CM2,r4i1p1f1,ssp245,23.95,0.8,88.38,14.78,32.2,18.54,74.97,48.22,0.0,0.0,81.0,268.0,0.0,0.0,12.0
2047,ACCESS-CM2,r5i1p1f1,ssp245,46.05,30.88,148.07,19.53,25.87,32.12,127.84,72.77,30.0,49.0,134.0,296.0,6.0,16.0,27.0
2047,ACCESS-CM2,r6i1p1f1,ssp245,18.02,9.75,57.21,11.29,32.26,12.07,57.74,37.34,6.0,33.0,42.0,166.0,0.0,21.0,0.0
2047,ACCESS-CM2,r7i1p1f1,ssp245,26.26,24.58,59.86,25.21,35.97,38.71,57.04,42.35,18.0,24.0,76.0,145.0,11.0,6.0,26.0
2047,ACCESS-CM2,r8i1p1f1,ssp245,16.49,28.82,75.54,11.23,41.34,48.57,86.83,50.28,36.0,12.0,62.0,163.0,0.0,7.0,26.0
2047,ACCESS-CM2,r9i1p1f1,ssp245,10.18,9.97,31.26,5.89,39.03,64.03,50.86,31.47,0.0,0.0,14.0,125.0,41.0,14.0,42.0
2048,ACCESS-CM2,r10i1p1f1,ssp245,40.52,46.95,60.0,29.55,50.06,96.81,79.84,54.23,62.0,33.0,72.0,257.0,26.0,12.0,63.0
2048,ACCESS-CM2,r1i1p1f1,ssp245,41.97,18.32,49.83,35.31,61.43,11.52,67.49,52.81,0.0,24.0,111.0,114.0,47.0,9.0,7.0
2048,ACCESS-CM2,r2i1p1f1,ssp245,18.24,9.02,66.32,13.13,63.2,19.37,101.1,57.49,12.0,0.0,43.0,182.0,57.0,18.0,14.0
2048,ACCESS-CM2,r3i1p1f1,ssp245,39.27,19.75,66.31,19.85,47.19,23.27,70.98,50.33,12.0,19.0,14.0,140.0,18.0,0.0,20.0
2048,ACCESS-CM2,r4i1p1f1,ssp245,16.69,3.55,44.19,16.9,45.0,2.38,66.77,40.5,0.0,10.0,19.0,163.0,0.0,0.0,0.0
2048,ACCESS-CM2,r5i1p1f1,ssp245,39.8,37.31,74.27,33.81,79.39,28.56,78.9,66.5,30.0,39.0,89.0,69.0,42.0,29.0,16.0
2048,ACCESS-CM2,r6i1p1f1,ssp245,21.54,10.62,88.77,18.45,55.73,23.55,135.69,67.27,12.0,19.0,36.0,294.0,17.0,6.0,20.0
2048,ACCESS-CM2,r7i1p1f1,ssp245,58.72,29.84,65.63,39.45,58.89,27.96,79.87,60.46,20.0,34.0,46.0,110.0,54.0,23.0,16.0
2048,ACCESS-CM2,r8i1p1f1,ssp245,29.71,26.03,86.98,36.55,78.46,80.68,121.08,75.9,35.0,15.0,77.0,175.0,22.0,21.0,72.0
2048,ACCESS-CM2,r9i1p1f1,ssp245,72.5,38.79,72.37,45.52,71.09,34.35,113.21,74.38,20.0,34.0,31.0,158.0,19.0,35.0,20.0
2049,ACCESS-CM2,r10i1p1f1,ssp245,38.24,20.26,51.49,34.79,76.39,23.85,56.53,55.89,18.0,17.0,51.0,159.0,91.0,18.0,22.0
2049,ACCESS-CM2,r1i1p1f1,ssp245,65.4,37.24,109.05,38.5,84.37,50.01,139.6,90.09,35.0,54.0,89.0,271.0,28.0,21.0,39.0
2049,ACCESS-CM2,r2i1p1f1,ssp245,15.93,12.49,124.2,19.39,60.76,16.79,111.39,72.15,13.0,15.0,92.0,249.0,41.0,7.0,19.0
2049,ACCESS-CM2,r3i1p1f1,ssp245,45.83,14.1,87.89,28.56,52.5,14.41,103.08,64.13,6.0,13.0,70.0,275.0,26.0,0.0,12.0
2049,ACCESS-CM2,r4i1p1f1,ssp245,50.73,24.02,102.33,33.38,43.55,25.73,107.56,66.74,13.0,38.0,67.0,301.0,31.0,19.0,12.0
2049,ACCESS-CM2,r5i1p1f1,ssp245,47.4,49.1,47.49,42.92,60.4,36.34,76.82,56.24,45.0,40.0,27.0,94.0,52.0,17.0,20.0
2049,ACCESS-CM2,r6i1p1f1,ssp245,31.33,31.3,62.68,37.71,49.86,31.63,61.87,50.66,34.0,27.0,68.0,129.0,34.0,27.0,24.0
2049,ACCESS-CM2,r7i1p1f1,ssp245,24.7,14.25,114.35,27.14,69.34,32.16,143.95,80.57,9.0,17.0,52.0,298.0,17.0,17.0,24.0
2049,ACCESS-CM2,r8i1p1f1,ssp245,29.92,19.21,126.38,17.58,50.84,76.07,134.23,75.34,34.0,31.0,69.0,279.0,7.0,7.0,73.0
2049,ACCESS-CM2,r9i1p1f1,ssp245,41.86,33.83,63.79,29.17,64.62,52.93,74.74,58.29,41.0,23.0,50.0,143.0,35.0,27.0,34.0
2050,ACCESS-CM2,r10i1p1f1,ssp245,10.91,11.0,94.68,7.84,17.88,39.0,82.35,44.45,23.0,6.0,26.0,228.0,6.0,11.0,31.0
2050,ACCESS-CM2,r1i1p1f1,ssp245,54.8,41.34,47.74,37.28,70.05,52.23,63.26,57.05,20.0,17.0,30.0,147.0,55.0,36.0,38.0
2050,ACCESS-CM2,r2i1p1f1,ssp245,20.46,10.0,49.96,13.8,53.86,23.2,64.61,44.7,6.0,22.0,18.0,138.0,37.0,7.0,20.0
2050,ACCESS-CM2,r3i1p1f1,ssp245,5.62,1.55,49.33,4.5,44.13,5.92,78.62,40.68,0.0,8.0,26.0,238.0,30.0,0.0,6.0
2050,ACCESS-CM2,r4i1p1f1,ssp245,9.72,7.23,30.08,4.53,62.58,19.31,76.09,42.69,6.0,0.0,6.0,231.0,60.0,0.0,6.0
2050,ACCESS-CM2,r5i1p1f1,ssp245,24.25,38.27,62.28,24.26,65.91,72.2,74.31,56.14,39.0,16.0,59.0,239.0,60.0,29.0,35.0
2050,ACCESS-CM2,r6i1p1f1,ssp245,51.5,30.42,101.17,32.03,71.06,28.66,128.76,79.37,16.0,52.0,55.0,214.0,27.0,7.0,34.0
2050,ACCESS-CM2,r7i1p1f1,ssp245,38.06,37.73,73.04,29.38,68.25,62.22,96.18,65.16,41.0,34.0,60.0,175.0,12.0,20.0,43.0
2050,ACCESS-CM2,r8i1p1f1,ssp245,38.83,24.09,85.81,36.56,73.71,30.74,130.27,76.14,21.0,15.0,33.0,175.0,36.0,0.0,18.0
2050,ACCESS-CM2,r9i1p1f1,ssp245,61.29,44.18,70.64,29.5,40.63,98.59,76.07,54.95,60.0,43.0,73.0,134.0,45.0,10.0,82.0
2051,ACCESS-CM2,r10i1p1f1,ssp245,58.69,35.59,66.78,32.79,59.43,29.82,65.2,57.65,30.0,30.0,51.0,124.0,59.0,12.0,12.0
2051,ACCESS-CM2,r1i1p1f1,ssp245,61.42,16.64,137.42,41.31,77.44,33.01,136.81,92.89,15.0,45.0,107.0,299.0,30.0,14.0,43.0
2051,ACCESS-CM2,r2i1p1f1,ssp245,5.65,5.99,101.0,3.34,64.71,33.86,125.1,67.47,13.0,7.0,42.0,268.0,0.0,6.0,22.0
2051,ACCESS-CM2,r3i1p1f1,ssp245,29.83,8.98,73.84,14.83,58.84,9.28,89.83,57.1,7.0,6.0,36.0,116.0,7.0,6.0,0.0
2051,ACCESS-CM2,r4i1p1f1,ssp245,42.3,37.89,58.28,42.99,104.17,72.76,114.76,79.2,42.0,32.0,6.0,173.0,29.0,29.0,55.0
2051,ACCESS-CM2,r5i1p1f1,ssp245,15.46,32.16,38.13,17.06,53.4,61.02,53.64,40.84,42.0,20.0,46.0,112.0,25.0,12.0,55.0
2051,ACCESS-CM2,r6i1p1f1,ssp245,55.81,23.02,84.81,26.08,51.27,19.89,89.2,61.62,7.0,51.0,71.0,218.0,7.0,0.0,21.0
2051,ACCESS-CM2,r7i1p1f1,ssp245,23.32,16.72,30.56,18.95,42.77,34.5,35.25,32.78,19.0,12.0,15.0,83.0,36.0,6.0,20.0
2051,ACCESS-CM2,r8i1p1f1,ssp245,51.05,38.66,89.28,28.89,38.65,80.51,90.88,59.63,41.0,27.0,46.0,202.0,9.0,16.0,76.0
2051,ACCESS-CM2,r9i1p1f1,ssp245,43.35,34.16,148.61,23.73,59.23,85.06,154.87,89.43,45.0,27.0,48.0,332.0,6.0,22.0,79.0
2052,ACCESS-CM2,r10i1p1f1,ssp245,26.62,21.47,81.47,28.5,56.93,35.03,99.04,61.82,14.0,23.0,49.0,300.0,60.0,25.0,35.0
2052,ACCESS-CM2,r1i1p1f1,ssp245,40.1,34.18,79.97,33.34,49.79,46.16,80.84,58.43,33.0,31.0,86.0,263.0,61.0,47.0,27.0
2052,ACCESS-CM2,r2i1p1f1,ssp245,29.95,22.48,64.74,17.87,61.46,26.53,65.85,52.65,24.0,17.0,54.0,145.0,19.0,22.0,13.0
2052,ACCESS-CM2,r3i1p1f1,ssp245,19.96,22.02,88.01,25.58,88.7,53.59,125.84,77.55,25.0,6.0,69.0,314.0,15.0,19.0,34.0
2052,ACCESS-CM2,r4i1p1f1,ssp245,40.35,26.04,94.47,32.96,103.4,51.77,134.85,88.6,22.0,35.0,97.0,240.0,46.0,21.0,39.0
2052,ACCESS-CM2,r5i1p1f1,ssp245,17.8,26.44,58.39,24.34,44.68,55.14,87.67,49.47,22.0,13.0,77.0,232.0,34.0,26.0,41.0
2052,ACCESS-CM2,r6i1p1f1,ssp245,25.79,12.55,30.15,10.9,43.39,14.21,48.96,34.23,6.0,23.0,6.0,93.0,17.0,6.0,0.0
2052,ACCESS-CM2,r7i1p1f1,ssp245,12.66,16.09,64.32,13.28,57.55,19.5,84.96,51.99,12.0,0.0,62.0,248.0,33.0,7.0,12.0
2052,ACCESS-CM2,r8i1p1f1,ssp245,16.27,12.04,44.26,14.73,59.78,27.79,55.38,43.52,15.0,0.0,36.0,116.0,12.0,8.0,7.0
2052,ACCESS-CM2,r9i1p1f1,ssp245,26.86,12.16,85.17,21.91,61.38,18.59,105.8,64.06,18.0,23.0,68.0,210.0,12.0,18.0,0.0
2053,ACCESS-CM2,r10i1p1f1,ssp245,31.74,45.05,51.28,37.64,69.27,76.63,76.44,57.87,51.0,55.0,26.0,257.0,59.0,32.0,35.0
2053,ACCESS-CM2,r1i1p1f1,ssp245,40.45,19.78,140.72,17.19,66.69,17.41,133.67,84.23,17.0,48.0,122.0,303.0,27.0,20.0,15.0
2053,ACCESS-CM2,r2i1p1f1,ssp245,41.17,25.17,135.41,30.36,62.21,62.59,125.72,82.48,34.0,21.0,88.0,266.0,36.0,20.0,26.0
2053,ACCESS-CM2,r3i1p1f1,ssp245,24.35,15.43,52.91,14.36,64.84,22.9,81.73,52.62,25.0,19.0,18.0,249.0,6.0,6.0,8.0
2053,ACCESS-CM2,r4i1p1f1,ssp245,25.9,25.89,119.72,13.53,62.48,43.3,129.75,75.85,25.0,16.0,104.0,287.0,18.0,8.0,30.0
2053,ACCESS-CM2,r5i1p1f1,ssp245,66.08,32.87,106.09,45.12,59.65,27.12,104.33,75.69,29.0,17.0,132.0,157.0,20.0,38.0,22.0
2053,ACCESS-CM2,r6i1p1f1,ssp245,44.27,24.79,98.56,32.62,81.79,41.57,135.4,82.75,24.0,31.0,43.0,265.0,34.0,15.0,43.0
2053,ACCESS-CM2,r7i1p1f1,ssp245,79.62,41.08,102.24,44.84,96.75,64.66,116.18,91.05,43.0,58.0,61.0,153.0,6.0,37.0,59.0
2053,ACCESS-CM2,r8i1p1f1,ssp245,11.49,4.72,88.62,14.2,45.2,17.53,81.58,52.45,10.0,11.0,46.0,292.0,15.0,0.0,15.0
2053,ACCESS-CM2,r9i1p1f1,ssp245,55.09,24.09,109.8,32.29,69.97,30.27,103.18,76.69,13.0,49.0,89.0,198.0,22.0,22.0,14.0
2054,ACCESS-CM2,r10i1p1f1,ssp245,7.14,10.14,28.75,7.52,31.9,51.31,36.77,25.88,14.0,7.0,9.0,127.0,46.0,0.0,22.0
